14,13,-1
15,11,16960
15,5,9784
15,0,13301
15,7,5616
15,10,0
15,16,16430
15,1,0
15,3,232
15,15,590
15,4,0
15,9,23173
15,12,-1
15,14,-1
15,2,-1
15,6,-1
15,8,0
15,13,390758
16,11,54404
16,5,7214
16,0,2645
16,7,16669
16,10,9401
16,16,0
16,1,-1
16,3,0
16,15,0
16,4,3935
16,9,2501
16,12,2200
16,14,0
16,2,0
16,6,-1
16,8,0
16,13,974293
17,11,50972
17,5,820
17,0,-1
17,7,-1
17,10,3910
17,16,-1
17,1,-1
17,3,-1
17,15,-1
17,4,0
17,9,-1
17,12,-1
17,14,-1
17,2,0
17,6,-1
17,8,-1
17,13,1071818
19,11,0
19,5,9730
19,0,13148
19,7,121
19,10,0
19,16,8658
19,1,648
19,3,0
19,15,0
19,4,0
19,9,18666
19,12,10137
19,14,0
19,2,0
19,6,-1
19,8,0
19,13,442646
20,11,42167
20,5,6616
20,0,3815
20,7,4620
20,10,2896
20,16,6362
20,1,0
20,3,0
20,15,0
20,4,17372
20,9,0
20,12,20112
20,14,0
20,2,0
20,6,-1
20,8,0
20,13,877910
21,11,23494
21,5,-1
21,0,-1
21,7,21427
21,10,-1
21,16,-1
21,1,-1
21,3,-1
21,15,-1
21,4,-1
21,9,0
21,12,-1
21,14,-1
21,2,-1
21,6,-1
21,8,-1
21,13,361944
22,11,11030
22,5,-1
22,0,-1
22,7,5780
22,10,-1
22,16,3098
22,1,-1
22,3,-1
22,15,0
22,4,-1
22,9,1348
22,12,0
22,14,-1
22,2,0
22,6,0
22,8,0
22,13,-1
23,11,7210
23,5,-1
23,0,-1
23,7,11210
23,10,-1
23,16,-1
23,1,-1
23,3,-1
23,15,-1
23,4,-1
23,9,3322
23,12,970
23,14,-1
23,2,0
23,6,-1
23,8,-1
23,13,24374
24,11,8310
24,5,14428
24,0,13573
24,7,8135
24,10,-1
24,16,3307
24,1,6086
24,3,2913
24,15,3230
24,4,5288
24,9,5422
24,12,4306
24,14,0
24,2,0
24,6,0
24,8,-1
24,13,512558
25,11,12210
25,5,2961
25,0,1509
25,7,677
25,10,0
25,16,0
25,1,-1
25,3,0
25,15,0
25,4,1106
25,9,0
25,12,0
25,14,0
25,2,0
25,6,0
25,8,0
25,13,696259
27,11,50910
27,5,-1
27,0,8728
27,7,24530
27,10,-1
27,16,34458
27,1,22082
27,3,346
27,15,910
27,4,0
27,9,10945
27,12,-1
27,14,3030
27,2,624
27,6,-1
27,8,-1
27,13,698810
28,11,4630
28,5,0
28,0,2965
28,7,3710
28,10,-1
28,16,25231
28,1,11308
28,3,0
28,15,0
28,4,4608
28,9,24263
28,12,753
28,14,0
28,2,0
28,6,-1
28,8,-1
28,13,590630
29,11,6050
29,5,-1
29,0,-1
29,7,6470
29,10,1635
29,16,0
29,1,524
29,3,-1
29,15,-1
29,4,-1
29,9,2356
29,12,0
29,14,-1
29,2,-1
29,6,-1
29,8,-1
29,13,-1
30,11,34984
30,5,6705
30,0,12691
30,7,11398
30,10,11910
30,16,-1
30,1,-1
30,3,0
30,15,0
30,4,59556
30,9,-1
30,12,-1
30,14,0
30,2,0
30,6,0
30,8,-1
30,13,1188968
31,11,41885
31,5,-1
31,0,-1
31,7,0
31,10,-1
31,16,10816
31,1,-1
31,3,-1
31,15,0
31,4,0
31,9,4309
31,12,-1
31,14,-1
31,2,0
31,6,0
31,8,0
31,13,550898
33,11,16050
33,5,-1
33,0,-1
33,7,4505
33,10,8174
33,16,5695
33,1,0
33,3,993
33,15,50
33,4,740
33,9,1705
33,12,181
33,14,-1
33,2,-1
33,6,-1
33,8,-1
33,13,676946
32,11,21557
32,5,9370
32,0,15069
32,7,2885
32,10,7069
32,16,24372
32,1,9372
32,3,99
32,15,4070
32,4,11954
32,9,24433
32,12,0
32,14,1950
32,2,0
32,6,0
32,8,-1
32,13,663578
34,11,47730
34,5,918
34,0,-1
34,7,21120
34,10,4781
34,16,20420
34,1,0
34,3,0
34,15,0
34,4,11400
34,9,19550
34,12,0
34,14,0
34,2,0
34,6,63674
34,8,3591
34,13,862621
0,11,33950
0,5,-1
0,0,-1
0,7,-1
0,10,-1
0,16,-1
0,1,-1
0,3,-1
0,15,-1
0,4,-1
0,9,-1
0,12,-1
0,14,-1
0,2,-1
0,6,-1
0,8,-1
0,13,-1
5,11,-1
5,5,-1
5,0,-1
5,7,-1
5,10,-1
5,16,-1
5,1,-1
5,3,-1
5,15,-1
5,4,-1
5,9,-1
5,12,-1
5,14,-1
5,2,-1
5,6,-1
5,8,-1
5,13,-1
7,11,11530
7,5,13600
7,0,-1
7,7,-1
7,10,9656
7,16,5156
7,1,-1
7,3,-1
7,15,0
7,4,-1
7,9,-1
7,12,-1
7,14,-1
7,2,-1
7,6,-1
7,8,-1
7,13,-1
8,11,16807
8,5,-1
8,0,-1
8,7,-1
8,10,-1
8,16,-1
8,1,-1
8,3,-1
8,15,-1
8,4,-1
8,9,-1
8,12,-1
8,14,-1
8,2,-1
8,6,-1
8,8,-1
8,13,-1
9,11,33230
9,5,8020
9,0,21852
9,7,-1
9,10,-1
9,16,30073
9,1,0
9,3,-1
9,15,-1
9,4,-1
9,9,2440
9,12,-1
9,14,-1
9,2,-1
9,6,-1
9,8,-1
9,13,-1
18,11,-1
18,5,-1
18,0,-1
18,7,-1
18,10,-1
18,16,-1
18,1,-1
18,3,-1
18,15,-1
18,4,-1
18,9,-1
18,12,-1
18,14,-1
18,2,-1
18,6,-1
18,8,-1
18,13,-1
26,11,27390
26,5,-1
26,0,9000
26,7,-1
26,10,-1
26,16,-1
26,1,-1
26,3,-1
26,15,-1
26,4,15870
26,9,-1
26,12,-1
26,14,-1
26,2,76930
26,6,-1
26,8,-1
26,13,1004630
